mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
8.198404669761658,0.0465625524520874,0.1563262939453125,0.003720521926879883,0.01,50,0.5,"{'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.5}",0.8167097028316338,0.8171473587465534,0.8169285307890937,0.00021882795745981065,15
8.286848545074463,0.011189460754394531,0.14468002319335938,0.012312889099121094,0.01,50,0.9,"{'learning_rate': 0.01, 'n_estimators': 50, 'subsample': 0.9}",0.8166659372401418,0.8170598275635695,0.8168628824018557,0.00019694516171386844,18
15.603251576423645,0.07116138935089111,0.22060179710388184,0.0026040077209472656,0.01,100,0.5,"{'learning_rate': 0.01, 'n_estimators': 100, 'subsample': 0.5}",0.8166659372401418,0.8171473587465534,0.8169066479933476,0.00024071075320580837,17
15.6487478017807,0.0860985517501831,0.20257389545440674,0.009292960166931152,0.01,100,0.9,"{'learning_rate': 0.01, 'n_estimators': 100, 'subsample': 0.9}",0.8167972340146177,0.8173224211125213,0.8170598275635694,0.0002625935489518061,8
22.233847856521606,0.10904884338378906,0.3490825891494751,0.014289498329162598,0.01,150,0.5,"{'learning_rate': 0.01, 'n_estimators': 150, 'subsample': 0.5}",0.8166659372401418,0.8172786555210294,0.8169722963805857,0.0003063591404438015,13
22.284459948539734,0.022593140602111816,0.3311675786972046,0.011890530586242676,0.01,150,0.9,"{'learning_rate': 0.01, 'n_estimators': 150, 'subsample': 0.9}",0.8168409996061097,0.8173224211125213,0.8170817103593155,0.00024071075320580837,6
8.34204638004303,0.00436556339263916,0.1743546724319458,0.0060356855392456055,0.05,50,0.5,"{'learning_rate': 0.05, 'n_estimators': 50, 'subsample': 0.5}",0.8169722963805855,0.8172786555210294,0.8171254759508075,0.00015317957022192852,4
8.240311980247498,0.09096682071685791,0.16397428512573242,0.011977434158325195,0.05,50,0.9,"{'learning_rate': 0.05, 'n_estimators': 50, 'subsample': 0.9}",0.8165784060571578,0.8173224211125213,0.8169504135848396,0.00037200752768173917,14
14.302915930747986,0.01893007755279541,0.2235320806503296,0.002915024757385254,0.05,100,0.5,"{'learning_rate': 0.05, 'n_estimators': 100, 'subsample': 0.5}",0.8169722963805855,0.8170160619720775,0.8169941791763315,2.188279574599772e-05,12
13.590286016464233,0.07368683815002441,0.22704994678497314,0.005184054374694824,0.05,100,0.9,"{'learning_rate': 0.05, 'n_estimators': 100, 'subsample': 0.9}",0.8169722963805855,0.8172348899295374,0.8171035931550614,0.0001312967744759308,5
20.4239604473114,0.05309557914733887,0.21625542640686035,0.0009064674377441406,0.05,150,0.5,"{'learning_rate': 0.05, 'n_estimators': 150, 'subsample': 0.5}",0.8168409996061097,0.8171911243380454,0.8170160619720775,0.00017506236596787073,10
19.45828366279602,0.02067255973815918,0.25730299949645996,0.01019597053527832,0.05,150,0.9,"{'learning_rate': 0.05, 'n_estimators': 150, 'subsample': 0.9}",0.8169285307890937,0.8172348899295374,0.8170817103593155,0.000153179570221873,6
6.84004271030426,0.011943459510803223,0.12693405151367188,0.011411905288696289,0.1,50,0.5,"{'learning_rate': 0.1, 'n_estimators': 50, 'subsample': 0.5}",0.8168847651976017,0.8169722963805855,0.8169285307890937,4.3765591491939926e-05,15
6.602944493293762,0.0176314115524292,0.13291358947753906,0.0075533390045166016,0.1,50,0.9,"{'learning_rate': 0.1, 'n_estimators': 50, 'subsample': 0.9}",0.8169722963805855,0.8175850146614732,0.8172786555210294,0.0003063591404438015,2
10.478307366371155,0.0120314359664917,0.13869750499725342,0.02832639217376709,0.1,100,0.5,"{'learning_rate': 0.1, 'n_estimators': 100, 'subsample': 0.5}",0.8172348899295374,0.8174537178869973,0.8173443039082673,0.00010941397872993308,1
9.918040156364441,0.008649945259094238,0.10380971431732178,0.000491023063659668,0.1,100,0.9,"{'learning_rate': 0.1, 'n_estimators': 100, 'subsample': 0.9}",0.8169285307890937,0.8171035931550615,0.8170160619720777,8.753118298393536e-05,9
14.004762530326843,0.0376354455947876,0.12159550189971924,0.0002263784408569336,0.1,150,0.5,"{'learning_rate': 0.1, 'n_estimators': 150, 'subsample': 0.5}",0.8167972340146177,0.8172348899295374,0.8170160619720775,0.00021882795745986616,10
13.463101983070374,0.011016011238098145,0.12701785564422607,6.115436553955078e-05,0.1,150,0.9,"{'learning_rate': 0.1, 'n_estimators': 150, 'subsample': 0.9}",0.8167534684231257,0.8175850146614732,0.8171692415422994,0.0004157731191737346,3
